Date,inflation,money_supply,interbank_rate,Yield_Spread_5yr_1yr,Yield_Spread_5yr_91_days
3/13/2020,14,79648895.82,12.54,4,16.5
3/20/2020,14,79648895.82,12.54,4,16.5
3/27/2020,14,79648895.82,12.54,4,16.5
4/3/2020,15.7,81308164.83,12.54,4,16.5
4/10/2020,15.7,81308164.83,12.54,3.75,16.5
4/17/2020,15.7,81308164.83,12.54,3.75,16.5
4/24/2020,15.7,81308164.83,12.54,3.75,16.5
4/30/2020,15.7,81308164.83,12.54,3.75,16.5
5/8/2020,16.6,83574350.34,12.54,3.75,16.5
5/15/2020,16.6,83574350.34,12.54,3.75,16.5
5/22/2020,16.6,83574350.34,12.54,3.75,16.5
5/29/2020,16.6,83574350.34,12.54,4,15.5
6/5/2020,15.9,82501711.21,12.54,4,15.5
6/12/2020,15.9,82501711.21,12.54,4,16
6/19/2020,15.9,82501711.21,12.54,4,16
6/26/2020,15.9,82501711.21,12.54,4.25,16.98
7/3/2020,15.8,87816446.83,8.98,4.25,16.98
7/10/2020,15.8,87816446.83,9,5,18
7/17/2020,15.8,87816446.83,9,5,18
7/24/2020,15.8,87816446.83,9,6.5,18.5
7/31/2020,15.8,87816446.83,8.99,6.5,18.5
8/7/2020,15.5,93367280.17,8.61,7,18.5
8/14/2020,15.5,93367280.17,8.56,7,18.5
8/21/2020,15.5,93367280.17,8.34,7.52,19
8/28/2020,15.5,93367280.17,8.24,7.52,19
9/4/2020,15.7,96896133.09,8.24,7.59,19
9/11/2020,15.7,96896133.09,8.25,7.59,19
9/18/2020,15.7,96896133.09,8.28,8.5,19
9/25/2020,15.7,96896133.09,8.21,8.5,19
10/2/2020,16,98826203.83,8.21,8.5,19
10/9/2020,16,98826203.83,8.25,8.5,19
10/16/2020,16,98826203.83,8,8.5,19
10/23/2020,16,98826203.83,7.94,8.5,19
10/30/2020,16,98826203.83,7.92,8.5,19
11/6/2020,17.4,100184949.4,8,8.5,19
11/13/2020,17.4,100184949.4,7.97,8.48,19
11/20/2020,17.4,100184949.4,8.02,8.48,19
11/27/2020,17.4,100184949.4,8.17,8.45,19
12/4/2020,19.2,103828741.1,8.17,8.45,19
12/11/2020,19.2,103828741.1,8.11,8.48,19
12/18/2020,19.2,103828741.1,8.11,8.48,19
12/24/2020,19.2,103828741.1,8.13,8.48,19
12/31/2020,19.2,103828741.1,8.17,8.48,19
1/8/2021,21.5,105221741.9,8.17,8.48,19
1/15/2021,21.5,105221741.9,8.32,8.48,19
1/22/2021,21.5,105221741.9,8.42,9.98,20.47
1/29/2021,21.5,105221741.9,8.42,8.75,20.47
2/5/2021,22.2,105413963.9,8.43,8.75,20.47
2/12/2021,22.2,105413963.9,8.41,8.75,20.47
2/19/2021,22.2,105413963.9,8.44,8.75,20.47
2/26/2021,22.2,105413963.9,8.44,8.75,20.47
3/5/2021,22.8,111175786.1,8.58,8.75,20.47
3/11/2021,22.8,111175786.1,8.57,8.75,20.47
3/19/2021,22.8,111175786.1,8.57,8.75,20.47
3/26/2021,22.8,111175786.1,8.56,8.75,20.47
4/2/2021,22.7,116574529,8.59,8.75,20.47
4/9/2021,22.7,116574529,8.62,8.75,20.47
4/16/2021,22.7,116574529,8.61,8.75,20.47
4/23/2021,22.7,116574529,8.6,8.75,20.47
4/30/2021,22.7,116574529,8.61,8.75,20.47
5/7/2021,23.2,118841582.8,8.62,8.75,20.47
5/14/2021,23.2,118841582.8,8.6,8.75,20.47
5/21/2021,23.2,118841582.8,8.6,8.75,20.47
5/28/2021,23.2,118841582.8,8.6,7.24,18.96
6/4/2021,24.6,122332597,8.6,7.24,18.96
6/11/2021,24.6,122332597,8.6,7.24,19
6/18/2021,24.6,122332597,8.6,6.25,18.01
6/25/2021,24.6,122332597,8.6,6.25,18.01
7/2/2021,24.6,113917798.3,8.62,6.25,18.01
7/9/2021,24.6,113917798.3,8.62,6.5,18.01
7/16/2021,24.6,113917798.3,8.62,6.5,18.01
7/23/2021,24.6,113917798.3,8.62,7.49,19
7/30/2021,24.6,113917798.3,8.53,7.49,19
8/6/2021,24.4,108100280,8.53,7.49,19
8/11/2021,24.4,108100280,8.53,7.49,19
8/20/2021,24.4,108100280,8.5,-0.5,11.01
8/27/2021,24.4,108100280,8.5,-0.5,11.01
9/3/2021,22.1,105441754.3,8.5,-0.5,12.5
9/10/2021,22.1,105441754.3,7.79,-3.5,9.5
9/17/2021,22.1,105441754.3,7.79,4.2,10.5
9/24/2021,22.1,105441754.3,7.64,-3.5,10.5
10/1/2021,21.1,107661261,7.64,2.5,12
10/8/2021,21.1,107661261,7.64,2.5,12
10/15/2021,21.1,107661261,7.64,6,12.2
10/22/2021,21.1,107661261,7.64,6,12.2
10/29/2021,21.1,107661261,7.64,9.5,13.7
11/5/2021,19.3,109587665,7.64,9.5,13.7
11/12/2021,19.3,109587665,7.64,10,14
11/19/2021,19.3,109587665,7.64,9.5,13.5
11/26/2021,19.3,109587665,7.64,11,13.6
12/3/2021,16.4,107625784.2,7.64,11,13.6
12/10/2021,16.4,107625784.2,7.64,11,13.5
12/17/2021,16.4,107625784.2,7.64,9.95,12.45
12/24/2021,16.4,107625784.2,7.64,8.5,12.45
12/31/2021,16.4,107625784.2,7.64,8.5,12.45
1/7/2022,15.1,110514529.3,7.64,6.95,12.45
1/14/2022,15.1,110514529.3,7.64,7.25,12.75
1/21/2022,15.1,110514529.3,7.64,7.25,12.75
1/28/2022,15.1,110514529.3,8.97,7.25,12.75
2/4/2022,14.2,108313930.5,7.64,7.25,12.75
2/11/2022,14.2,108313930.5,8.97,7.25,12.75
2/18/2022,14.2,108313930.5,8.97,7.25,12.8
2/25/2022,14.2,108313930.5,8.97,7.25,12.8
3/4/2022,13.1,110907963.2,8.84,7.5,12.85
3/11/2022,13.1,110907963.2,9,7.5,12.85
3/18/2022,13.1,110907963.2,8.96,8,12.9
3/25/2022,13.1,110907963.2,8.96,8,12.9
4/1/2022,11.5,113185363.2,8.96,8.47,12.9
4/8/2022,11.5,113185363.2,8.96,8.47,12.9
4/15/2022,11.5,113185363.2,9,8.47,12.9
4/22/2022,11.5,113185363.2,9,8.72,13.2
4/29/2022,11.5,113185363.2,9,9.22,13.2
5/6/2022,10.2,115910501.7,9,9.22,13.2
5/13/2022,10.2,115910501.7,9,8.75,13.2
5/20/2022,10.2,115910501.7,9,8.75,13.2
5/27/2022,10.2,115910501.7,9,8.75,13.2
6/3/2022,9.7,115915171.2,9,8.75,13.2
6/10/2022,9.7,115915171.2,9,8.75,13.2
6/17/2022,9.7,115915171.2,9,8.75,13.2
6/24/2022,9.7,115915171.2,9,8.75,13.2
7/1/2022,9.9,119425236,9,8.75,13.2
7/8/2022,9.9,119425236,9,8,13.2
7/15/2022,9.9,119425236,9,8,13.34
7/22/2022,9.9,119425236,9,9.6,14.84
7/29/2022,9.9,119425236,9,9,14.84
8/5/2022,9.8,120506068.3,9,9,14.25
8/12/2022,9.8,120506068.3,9,9,14.25
8/19/2022,9.8,120506068.3,9,9,14.25
8/26/2022,9.8,120506068.3,9,9,14
9/2/2022,9.9,122102424.2,9,9,14
9/9/2022,9.9,122102424.2,9,9,14
9/16/2022,9.9,122102424.2,9,9,14
9/23/2022,9.9,122102424.2,9,9,14.06
9/30/2022,9.9,122102424.2,9,9,14
10/7/2022,9.7,121183754.1,9,9,14
10/14/2022,9.7,121183754.1,9,9,14
10/21/2022,9.7,121183754.1,9,9,14
10/28/2022,9.7,121183754.1,9,9,14
11/4/2022,9.8,124581179.7,9,9,14
11/11/2022,9.8,124581179.7,8.74,9,14
11/18/2022,9.8,124581179.7,9,9,14
11/25/2022,9.8,124581179.7,8.8,9,14
12/2/2022,9.9,133998292,8.88,9,14
12/9/2022,9.9,133998292,9,9,14
12/16/2022,9.9,133998292,9,9,14
12/23/2022,9.9,133998292,9,9,14
12/30/2022,9.9,133998292,9,9,14
1/6/2023,9.4,133417579.1,9,9,14.25
1/13/2023,9.4,133417579.1,9,9.01,14.25
1/20/2023,9.4,133417579.1,9,9.01,14.25
1/27/2023,9.4,133417579.1,9,9.01,14.25
2/3/2023,9.6,140523189.2,9,9.01,14.25
2/10/2023,9.6,140523189.2,9,8.75,14
2/17/2023,9.6,140523189.2,9,8.75,14
2/24/2023,9.6,140523189.2,9,8.25,14
3/3/2023,9.9,144162058.1,9,8.25,14
3/10/2023,9.9,144162058.1,9,8.25,14
3/17/2023,9.9,144162058.1,9,8.25,14
3/24/2023,9.9,144162058.1,9,8.25,14
3/31/2023,9.9,144162058.1,9,8.25,14
4/7/2023,10.2,135358049.5,9,8.25,13.86
4/14/2023,10.2,135358049.5,9,8.25,13.99
4/21/2023,10.2,135358049.5,9,8.25,13.99
4/28/2023,10.2,135358049.5,9,8.25,13.99
5/5/2023,9.9,148774280.8,9,8.25,14
5/12/2023,9.9,148774280.8,9,8,14
5/19/2023,9.9,148774280.8,9,8,14
5/26/2023,9.9,148774280.8,9,8,14
6/2/2023,9.8,137478191.4,9,7.95,14.2
6/9/2023,9.8,137478191.4,9,7.95,14.2
6/16/2023,9.8,137478191.4,9,7.95,14.2
6/23/2023,9.8,137478191.4,9,8.45,14.7
6/30/2023,9.8,137478191.4,9,8.45,14.7
7/7/2023,10.3,141258297.3,9,8.45,14.7
7/14/2023,10.3,141258297.3,9,8.45,14.7
7/21/2023,10.3,141258297.3,9,8.45,14.7
7/28/2023,10.3,141258297.3,9,8.45,15
8/4/2023,10.8,149839853.9,9,8.45,14.95
8/11/2023,10.8,149839853.9,9,8.45,14.95
8/18/2023,10.8,149839853.9,9,8.45,14.95
8/25/2023,10.8,149839853.9,9,9,15
9/1/2023,12,153696207,9.94,9,15
9/8/2023,12,153696207,10,9,14.35
9/15/2023,12,153696207,9.78,9,14.5
9/22/2023,12,153696207,9.89,9,14.5
9/29/2023,12,153696207,9.97,8.4,14.05
10/6/2023,12.6,153958847.2,9.98,8.4,14.05
10/13/2023,12.6,153958847.2,9.99,8.5,14.05
10/20/2023,12.6,153958847.2,10,8.5,14.05
10/27/2023,12.6,153958847.2,10,7,12.55
11/3/2023,12.6,156295102.8,10,7,12.55
11/17/2023,12.6,156295102.8,10,7.05,12.55
12/1/2023,13.1,166935020.3,11.08,7.55,13.65
12/16/2023,13.1,166935020.3,11.08,7.05,13
12/22/2023,13.1,166935020.3,11.08,8.05,14
12/29/2023,13.1,166935020.3,11.05,9.05,15
1/12/2024,13.2,170007173.3,11,10.05,16
1/26/2024,13.2,170007173.3,11,6.55,12.5
2/9/2024,13.5,126771917.8,15.03,7.55,13.5
2/23/2024,13.5,126771918.8,20.42,4.55,10.5
3/7/2024,13.7,126771919.8,19.73,4.55,10.5
